,가게명,nickname,content,date,visit
2698,정릉동 대단한돈까스 서울정릉점,ㄱㅅㄴ15,양 겁나 크고 맛있었어요!!,3.21.금,1번째 방문
2699,정릉동 대단한돈까스 서울정릉점,여름나무33,꺈끔하고 맛있네요. 창가에서 거리를 보며 먹으니 더 맛이 좋네요.,3.20.목,1번째 방문
2700,정릉동 대단한돈까스 서울정릉점,별하공주,맛있어서 또 왔어요~돈가스 맛집 ㅎ친절하고 맛있어요,3.20.목,2번째 방문
2701,정릉동 대단한돈까스 서울정릉점,타이밍4466,혼밥하기 좋고 돈까스 구성이 알차요! 돈까스 바삭바삭하고 소스가 맛있어요~ 통큰포장은 가성비 미쳤어요ㅋㅋ,3.19.수,1번째 방문
2702,정릉동 대단한돈까스 서울정릉점,sas****,맛있아요,3.19.수,1번째 방문
2703,정릉동 대단한돈까스 서울정릉점,ed****,,3.18.화,1번째 방문
2704,정릉동 대단한돈까스 서울정릉점,sun****,사장님도 친절하시고 음식이 맛있어요자주 올께요. 번창하세요^^,3.18.화,1번째 방문
2705,정릉동 대단한돈까스 서울정릉점,wlg****,너무 친정하시고스프도 돈까스도 맛잇어요다음에 또 올게요 :):),3.18.화,1번째 방문
2706,정릉동 대단한돈까스 서울정릉점,상효맘7,,3.18.화,1번째 방문
2707,정릉동 대단한돈까스 서울정릉점,kka99999,정릉 제일 돈까스집. 정말 대단해요!맛있는 식당이 가까이 생겨서 너무너무 조아요!!!,3.18.화,1번째 방문
2708,정릉동 대단한돈까스 서울정릉점,안녕3311,튀김도 바삭바삭하고 맛있고 친절해요!!,3.18.화,1번째 방문
2709,정릉동 대단한돈까스 서울정릉점,gom****,양도 푸짐하고 맛있네요.,3.17.월,1번째 방문
2710,정릉동 대단한돈까스 서울정릉점,뭉디91,맛있어요! 오늘 처음 생긴 것 같길래 궁금해서 와봤어요!! 고기도 부드럽고 소스도 달달새콤하니 느끼하지 않고 맛있습니다!! 직원분들도 친절하세요! 오늘은 엄마와 방문했지만 다음에는 친구랑도 와야겠어요!!,3.17.월,1번째 방문
2711,정릉동 대단한돈까스 서울정릉점,누규56,음식양도 많고 맛있어요!!!,3.17.월,1번째 방문
2712,정릉동 대단한돈까스 서울정릉점,alryd12312,양이 많고 맛있어요!,3.16.일,1번째 방문
2713,정릉동 대단한돈까스 서울정릉점,정유니4316,,3.16.일,1번째 방문
2714,정릉동 대단한돈까스 서울정릉점,eun****,근처에 이런 곳이 생겨서 정말 좋네요^^  아이들이랑 맛있게 잘 먹었어요!!  근데 브레이크타임 5시까지래요~  다들 잘 알고 가셔요^^,3.16.일,1번째 방문
2715,정릉동 대단한돈까스 서울정릉점,히부리,동네에 돈까스집 생겨서 와봤어요^^가격도 좋고 맛도 좋네요~돈까스바삭하니 맛있고 함박도 엄청고소하고 맛있어요^^,3.16.일,1번째 방문
2716,정릉동 대단한돈까스 서울정릉점,NewtownBaby,성북구 돈가스 중 최악!!!여기서 돈 주고 먹을 바엔 그냥 굶는 게 나아요.  차라리 편의점 도시락이 더 맛있을 듯돈가스는 기름 범벅으로 느끼하고 그중에 최악은 생쌀 수준의 밥 그렇게 못하기도 싶지 않을텐데... 다 남김..다시는 안 옵니다.,3.16.일,1번째 방문
2717,정릉동 대단한돈까스 서울정릉점,Happy B,돈가스 엄청 크고 맛있어요집근처에 맛있는 돈가스집이 생겨서 좋네요!,3.15.토,1번째 방문
2718,정릉동 대단한돈까스 서울정릉점,therose80,음식 양이 많고 맛이 좋아요 가족들과  오기 좋아요,3.15.토,1번째 방문
2719,정릉동 대단한돈까스 서울정릉점,추억44,음식도 맛있고 고기도 부드러워요매장에 들어서면 친절하고 가성비대비 완전 짱이에요,3.15.토,1번째 방문
2720,정릉동 대단한돈까스 서울정릉점,이정우998,구성이 알차고 돈까스도 바삭바삭하니 맛있고 양도 많고 옆에 친구 치즈 돈까스도 먹어봤는데 치즈 돈까스도 먹었는데 치즈도 많고 맛있었습니다 다음에 또 올거 같아요,3.15.토,1번째 방문
2721,정릉동 대단한돈까스 서울정릉점,sky****,새로 생긴곳이라 깔끔하고 직원분들이 친절하시고 음식이 맛있고 가격이 비싸지않아서 좋아요,3.15.토,1번째 방문
2722,정릉동 대단한돈까스 서울정릉점,chldltmf0216,몇일전  방문했는데 이제야 리뷰올립니다!동네에 새로 생겨서 방문했는데 너무 맛있네요👍 돈까스는 물론 스테이크도 맛있습니다 자주 방문할게요!!!,3.15.토,1번째 방문
2723,정릉동 대성각,독서덕후,2가지 메뉴를 함께 먹을 수 있어서 좋았어요. 볶음밥과 짜장면 푸짐하게 먹었어요. ㅋㅋ,2.4.화,1번째 방문
2724,정릉동 대성각,연필깎는남자,맛있어요.,1.19.일,1번째 방문
2725,정릉동 대성각,pes****,가격이 비싸지 않아요.,1.14.화,44번째 방문
2726,정릉동 대성각,TD26,좋아요,24.11.23.토,14번째 방문
2727,정릉동 대성각,sun****,굿,24.11.17.일,1번째 방문
2728,정릉동 대성각,너하나만19,"양,맛 그닥",24.10.19.토,1번째 방문
2729,정릉동 대성각,호두맘92,굿,24.10.18.금,2번째 방문
2730,정릉동 대성각,ojw****,좋아요,24.10.16.수,2번째 방문
2731,정릉동 대성각,고잉홈,짜장맛집,24.10.11.금,10번째 방문
2732,정릉동 대성각,나까마,배달이 빨라요.,24.9.14.토,1번째 방문
2733,정릉동 대성각,TD26,좋아요,24.9.13.금,13번째 방문
2734,정릉동 대성각,티끌모아태산5852,굿,24.9.4.수,10번째 방문
2735,정릉동 대성각,티끌모아태산5852,맛나요,24.9.2.월,9번째 방문
2736,정릉동 대성각,ied****,차돌짬뽕엔 안들어가는 계란 쪼가리가 나옴위생 안좋은집인듯,24.8.16.금,1번째 방문
2737,정릉동 대성각,deerh,좋아요~^^,24.8.8.목,3번째 방문
2738,정릉동 대성각,고잉홈,짜장맛남,24.8.5.월,9번째 방문
2739,정릉동 대성각,황가군,친절해요,24.7.31.수,1번째 방문
2740,정릉동 대성각,TD26,좋아요,24.7.22.월,12번째 방문
2741,정릉동 대성각,미니뽕94,찹쌀탕수육을 시켰는데 이런 음식 첨 봅니다 빵처럼 부풀어서 튀겨져서 안에 공기가 그득 고기는 읍고 식으니 바게트빵처럼 딱딱해서 이 아프고 겉에를 뜯어먹어야할 정도? 요리사님 일찍 퇴근해서 아무나 튀긴건가요??? 전화하니 찹쌀이라 부푼거다라는데 중식 한두번 먹는거 아닌데 이 상태를 보고 그대로 배달시킨 분들이 정말 이 업종을 하는게 맞는지 의문이네요 예전에 전화로 마니 시켜먹다 맛 변해서 한참 안먹고 어머님이 최근에 시켰을때 괜찮더라 하고 재주문했는데 저번이랑 상태가 다르다네요 아 가격 3만원이였습니다. 넵 저는 안먹을게요 앞으로 주문하실분들 사진 참고해서 시키세요아 이글 쓸려고 일부러 결제내역 인증까지 하는 수고스러움을 할 정도로 열받아요^^,24.7.21.일,1번째 방문
2742,정릉동 대성각,케로로중사12,와,24.7.15.월,1번째 방문
2743,정릉동 대성각,강한전사63,좋아요,24.7.5.금,6번째 방문
2744,정릉동 대성각,hap****,굿,24.6.29.토,10번째 방문
2745,정릉동 대성각,강한전사63,좋아요,24.6.28.금,5번째 방문
2746,정릉동 대성각,강한전사63,좋아요,24.6.24.월,4번째 방문
2747,정릉동 대성각,choi0723,🤗,24.6.22.토,1번째 방문
2748,정릉동 대성각,loveley,빨리나오고 맛있게잘 먹었어요,24.5.31.금,1번째 방문
2749,정릉동 대성각,TD26,좋아요,24.5.20.월,11번째 방문
2750,정릉동 대성각,deerh,맛있고 좋아요^^,24.5.17.금,2번째 방문
2751,정릉동 대성각,bini032655,😃😃,24.5.15.수,3번째 방문
2752,정릉동 대성각,deerh,맛있어요~,24.4.21.일,1번째 방문
2753,정릉동 대성각,짜래657,,24.4.16.화,1번째 방문
2754,정릉동 대성각,bob****,맛있네요 ㅎㅎ,24.4.16.화,1번째 방문
2755,정릉동 대성각,TD26,좋아요,24.3.9.토,10번째 방문
2756,정릉동 대성각,LOVE MYSELF12,굿,24.3.7.목,1번째 방문
2757,정릉동 대성각,고잉홈,짜장맛집,24.2.20.화,8번째 방문
2758,정릉동 대성각,bob****,돈암동에서직접배달한다고해서기대하고  전회배달시켜봤는데탕수육중자  25.000원고기에서잡내가아주 끝나주세요너무냄새가있어 전화했더니바짝튀겨그런다고 냄새는어쩔수없다고하네요기름은안봐서모르겠지만  이런상황이라면뻔한거같네요저는그냥버렸습니다   짬뽕에들어간대왕오징어먹어보면알겠지만 빳빳하네요버렸죠  이런중국집에 39.000원 후회막급사람마다맛에기준은다르겠지만맛있네.맛없네  비슷할거같습니다어플로  짬뽕선수에서주문하세요매일먹는탕수육이아닌데  당분간은잡내로인해중국음식은  피할듯하네요제글을보신다면  탕수육은절대드시지마세요2월3일  오후3시45분카드결재했네요대성각》》》》》》탕수육은잡내심함서비스군만두는 기름폭탄서비스인걸가만해서  참았죠하지만  탕수육냄새는  웩..,24.2.3.토,1번째 방문
2759,정릉동 대성각,yjh598,ㆍ,24.1.20.토,1번째 방문
2760,정릉동 대성각,민여짱,친절해요,24.1.19.금,1번째 방문
2761,정릉동 대성각,아에이오우40,세트메뉴 굿 탕슉좀더주세요,24.1.6.토,1번째 방문
2762,정릉동 대성각,kjs****,음식이 맛있어요~~^^,23.12.2.토,1번째 방문
2763,정릉동 대성각,고잉홈,.,23.12.1.금,7번째 방문
2764,정릉동 대성각,박춘자10,집에씽크대공사하느라일하시는분들 점심식사로배달시켰는데 맛나게 잘먹었어요,23.11.22.수,1번째 방문
2765,정릉동 대성각,소군51,잘 먹고 갑니다,23.11.16.목,1번째 방문
2766,정릉동 대성각,강한전사63,좋아요,23.11.7.화,3번째 방문
2767,정릉동 대성각,eeg****,좋아요,23.10.23.월,1번째 방문
2768,정릉동 대성각,nam****,굿,23.10.23.월,1번째 방문
2769,정릉동 대성각,ojw****,동네라 이용해요,23.10.21.토,1번째 방문
2770,정릉동 대성각,dynamicuk,굿,23.9.30.토,1번째 방문
2771,정릉동 대성각,구리구리75,간편하고 좋아요,23.9.27.수,1번째 방문
2772,정릉동 대성각,ysh****,좋아요~,23.9.18.월,1번째 방문
2773,정릉동 대성각,chl****,양도 많고 맛있어여!,23.9.3.일,1번째 방문
2774,정릉동 대성각,어반찍사,,23.9.2.토,1번째 방문
2775,정릉동 대성각,seu****,음식 맛있음,23.8.15.화,1번째 방문
2776,정릉동 대성각,Nayanzz,굿,23.8.15.화,3번째 방문
2777,정릉동 대성각,hib****,굿,23.8.15.화,4번째 방문
2778,정릉동 대성각,틈새83,배달시킴..애들이 쏘쏘 하다네요.동네 중화요리집으로 나쁘지는 않아요.,23.8.1.화,1번째 방문
2779,정릉동 대성각,TD26,좋아요,23.7.31.월,9번째 방문
2780,정릉동 대성각,Nayanzz,굿,23.7.24.월,2번째 방문
2781,정릉동 대성각,hib****,굿,23.7.24.월,3번째 방문
2782,정릉동 대성각,티끌모아태산5852,굿,23.6.26.월,7번째 방문
2783,정릉동 대왕유통직영셀프민물장어,amdi,,3.3.월,3번째 방문
2784,정릉동 대왕유통직영셀프민물장어,sseraqhic,,3.1.토,3번째 방문
2785,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,맛있어요,1.19.일,10번째 방문
2786,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,맛있어요,24.12.25.수,9번째 방문
2787,정릉동 대왕유통직영셀프민물장어,드커니,"대왕유통 장어 먹으러 가려면 1시간 택시 타고 달려가야하지만 시간도 돈도 아깝지 않을만큼 만족스러운 맛탱글한 식감, 장어는 대왕유통이 최고👍",24.12.14.토,1번째 방문
2788,정릉동 대왕유통직영셀프민물장어,귤은맛있다,ㅈㅇ 맛있어요~~,24.12.11.수,1번째 방문
2789,정릉동 대왕유통직영셀프민물장어,석란37,굿,24.12.5.목,2번째 방문
2790,정릉동 대왕유통직영셀프민물장어,달이75,굿,24.12.5.목,3번째 방문
2791,정릉동 대왕유통직영셀프민물장어,삭풍13,장어가 신선하고 장어 쓸개주도 만들어 줍니다.,24.11.23.토,1번째 방문
2792,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,맛있어요,24.10.19.토,8번째 방문
2793,정릉동 대왕유통직영셀프민물장어,EVERMUSICA,맛있어요,24.9.27.금,1번째 방문
2794,정릉동 대왕유통직영셀프민물장어,오늘도 감사합니다,가성비좋은장어 맛집입니다맛있게 먹고~북한산 둘레길을걸을수있으니소화도되고!힐링이 되네요,24.9.16.월,1번째 방문
2795,정릉동 대왕유통직영셀프민물장어,겸댕이47,친절하고 맛있어요,24.9.7.토,11번째 방문
2796,정릉동 대왕유통직영셀프민물장어,뚜루19,굿,24.8.24.토,12번째 방문
2797,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,맛있어요,24.8.20.화,7번째 방문
2798,정릉동 대왕유통직영셀프민물장어,nanaco112032,굿,24.8.18.일,3번째 방문
2799,정릉동 대왕유통직영셀프민물장어,우짜스까32,양도 많고 가성비가 좋아요 추천해요 ~,24.8.17.토,1번째 방문
2800,정릉동 대왕유통직영셀프민물장어,nakkkkkk,맛있어요,24.8.10.토,4번째 방문
2801,정릉동 대왕유통직영셀프민물장어,으니다니지니,장어 싱싱하고 맛있어요.,24.8.9.금,1번째 방문
2802,정릉동 대왕유통직영셀프민물장어,겸댕이47,친절하고 맛있어요,24.7.31.수,10번째 방문
2803,정릉동 대왕유통직영셀프민물장어,파이어족11,맛잇어요~,24.7.31.수,1번째 방문
2804,정릉동 대왕유통직영셀프민물장어,수니54,굿,24.7.21.일,11번째 방문
2805,정릉동 대왕유통직영셀프민물장어,민여짱,,24.7.7.일,3번째 방문
2806,정릉동 대왕유통직영셀프민물장어,l6****,장어강맛있어요~가성비도좋아요^^,24.6.23.일,3번째 방문
2807,정릉동 대왕유통직영셀프민물장어,노불K,너무너무 좋아해요,24.6.23.일,2번째 방문
2808,정릉동 대왕유통직영셀프민물장어,겸댕이47,친절하시고 맛있어요,24.6.22.토,9번째 방문
2809,정릉동 대왕유통직영셀프민물장어,토끼4114,양도 많고 신선하고 맛있고 서비스가 좋아요,24.6.21.금,7번째 방문
2810,정릉동 대왕유통직영셀프민물장어,seo****,맛있어요,24.6.12.수,3번째 방문
2811,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,친절해요,24.6.8.토,6번째 방문
2812,정릉동 대왕유통직영셀프민물장어,Mmsarchive,장어 너무 맛있음 가성비갑 장어집,24.6.2.일,3번째 방문
2813,정릉동 대왕유통직영셀프민물장어,까칠한입말로만다이어트,🐽🐽🐽🐽8M3M4C,24.5.19.일,3번째 방문
2814,정릉동 대왕유통직영셀프민물장어,coolwoman,장어가 탄탄하면서도 부드럽고 너무 맛있어요,24.5.3.금,1번째 방문
2815,정릉동 대왕유통직영셀프민물장어,nakkkkkk,맛있어요,24.4.27.토,3번째 방문
2816,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,,24.4.20.토,5번째 방문
2817,정릉동 대왕유통직영셀프민물장어,수니54,굿,24.4.20.토,10번째 방문
2818,정릉동 대왕유통직영셀프민물장어,Mmsarchive,"맛있어요,~~",24.3.11.월,2번째 방문
2819,정릉동 대왕유통직영셀프민물장어,yyn****,좋아요,24.2.29.목,2번째 방문
2820,정릉동 대왕유통직영셀프민물장어,율윤맘91,장어사진을 못찍었어요ㅠㅠ양도 많고 맛나요~~다른곳들보다 저렴한듯합니다이모님들 친절하셔서 좋았어요^^,24.2.25.일,1번째 방문
2821,정릉동 대왕유통직영셀프민물장어,ssebiya,장어 엄청 실하고 양도 푸짐해요 직원분들 세심하게 챙겨주시고 친절해요 잘 먹었습니다😋,24.2.24.토,1번째 방문
2822,정릉동 대왕유통직영셀프민물장어,겸댕이47,가끔 먹으러 가는데 사장님도 항상 친절하게 대해주시고너무 맛있어요. 건강해지는것 같아요^^,24.2.22.목,8번째 방문
2823,정릉동 대왕유통직영셀프민물장어,수니54,굿,24.2.17.토,9번째 방문
2824,정릉동 대왕유통직영셀프민물장어,드림쉐어러,정릉에 식사를 가끔하면 들르게 되는 가성비 건강식당입니다.,24.2.2.금,1번째 방문
2825,정릉동 대왕유통직영셀프민물장어,박살내자11,양이 푸짐하고 맛있습니다~,24.1.12.금,2번째 방문
2826,정릉동 대왕유통직영셀프민물장어,민여짱,친절해요,23.12.31.일,2번째 방문
2827,정릉동 대왕유통직영셀프민물장어,amdi,친절해요,23.12.31.일,2번째 방문
2828,정릉동 대왕유통직영셀프민물장어,Let me do,굿,23.12.25.월,1번째 방문
2829,정릉동 대왕유통직영셀프민물장어,수니54,좋아요,23.10.29.일,8번째 방문
2830,정릉동 대왕유통직영셀프민물장어,msb****,친절해요가성비 에 맛도 좋아요,23.10.28.토,2번째 방문
2831,정릉동 대왕유통직영셀프민물장어,duc****,굿,23.10.27.금,8번째 방문
2832,정릉동 대왕유통직영셀프민물장어,yso****,좋아요,23.9.30.토,1번째 방문
2833,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,,23.9.29.금,4번째 방문
2834,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,친절하고 음식이 맛있어요.,23.9.11.월,3번째 방문
2835,정릉동 대왕유통직영셀프민물장어,뚜루19,굿,23.9.9.토,11번째 방문
2836,정릉동 대왕유통직영셀프민물장어,준유57,장어 정말 맛있습니다.살도 통통 쫄깃쫄깃 너무 잘 먹고 갑니다 ^^,23.9.3.일,1번째 방문
2837,정릉동 대왕유통직영셀프민물장어,mis****,굿,23.8.24.목,1번째 방문
2838,정릉동 대왕유통직영셀프민물장어,duc****,굿,23.8.17.목,6번째 방문
2839,정릉동 대왕유통직영셀프민물장어,벤쿠버민,장어 너무 좋아해서 주기적으로 찾아다니며 먹는데우이동쪽은 사람 너무 많아져서 먹는동은 정신없고별내나 임진각까지 찾아가기 멀어 가까운데 없을까 찾다 발견한 곳이라 바로 찾아갔어요. 가성비 좋고 너무 맛있어요 소스가 서울에서 먹으러가려면 이 곳 생각해두고 가야겠어요,23.8.14.월,1번째 방문
2840,정릉동 대왕유통직영셀프민물장어,악녀탄생,맛있더용^^,23.8.12.토,1번째 방문
2841,정릉동 대왕유통직영셀프민물장어,이쁜마누라3,가성비 좋고 다양한 물건 많아요,23.8.12.토,1번째 방문
2842,정릉동 대왕유통직영셀프민물장어,박살내자11,양이 푸짐하고 맛있습니다~,23.8.10.목,1번째 방문
2843,정릉동 대왕유통직영셀프민물장어,amdi,,3.3.월,3번째 방문
2844,정릉동 대왕유통직영셀프민물장어,sseraqhic,,3.1.토,3번째 방문
2845,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,맛있어요,1.19.일,10번째 방문
2846,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,맛있어요,24.12.25.수,9번째 방문
2847,정릉동 대왕유통직영셀프민물장어,드커니,"대왕유통 장어 먹으러 가려면 1시간 택시 타고 달려가야하지만 시간도 돈도 아깝지 않을만큼 만족스러운 맛탱글한 식감, 장어는 대왕유통이 최고👍",24.12.14.토,1번째 방문
2848,정릉동 대왕유통직영셀프민물장어,귤은맛있다,ㅈㅇ 맛있어요~~,24.12.11.수,1번째 방문
2849,정릉동 대왕유통직영셀프민물장어,석란37,굿,24.12.5.목,2번째 방문
2850,정릉동 대왕유통직영셀프민물장어,달이75,굿,24.12.5.목,3번째 방문
2851,정릉동 대왕유통직영셀프민물장어,삭풍13,장어가 신선하고 장어 쓸개주도 만들어 줍니다.,24.11.23.토,1번째 방문
2852,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,맛있어요,24.10.19.토,8번째 방문
2853,정릉동 대왕유통직영셀프민물장어,EVERMUSICA,맛있어요,24.9.27.금,1번째 방문
2854,정릉동 대왕유통직영셀프민물장어,오늘도 감사합니다,가성비좋은장어 맛집입니다맛있게 먹고~북한산 둘레길을걸을수있으니소화도되고!힐링이 되네요,24.9.16.월,1번째 방문
2855,정릉동 대왕유통직영셀프민물장어,겸댕이47,친절하고 맛있어요,24.9.7.토,11번째 방문
2856,정릉동 대왕유통직영셀프민물장어,뚜루19,굿,24.8.24.토,12번째 방문
2857,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,맛있어요,24.8.20.화,7번째 방문
2858,정릉동 대왕유통직영셀프민물장어,nanaco112032,굿,24.8.18.일,3번째 방문
2859,정릉동 대왕유통직영셀프민물장어,우짜스까32,양도 많고 가성비가 좋아요 추천해요 ~,24.8.17.토,1번째 방문
2860,정릉동 대왕유통직영셀프민물장어,nakkkkkk,맛있어요,24.8.10.토,4번째 방문
2861,정릉동 대왕유통직영셀프민물장어,으니다니지니,장어 싱싱하고 맛있어요.,24.8.9.금,1번째 방문
2862,정릉동 대왕유통직영셀프민물장어,겸댕이47,친절하고 맛있어요,24.7.31.수,10번째 방문
2863,정릉동 대왕유통직영셀프민물장어,파이어족11,맛잇어요~,24.7.31.수,1번째 방문
2864,정릉동 대왕유통직영셀프민물장어,수니54,굿,24.7.21.일,11번째 방문
2865,정릉동 대왕유통직영셀프민물장어,민여짱,,24.7.7.일,3번째 방문
2866,정릉동 대왕유통직영셀프민물장어,l6****,장어강맛있어요~가성비도좋아요^^,24.6.23.일,3번째 방문
2867,정릉동 대왕유통직영셀프민물장어,노불K,너무너무 좋아해요,24.6.23.일,2번째 방문
2868,정릉동 대왕유통직영셀프민물장어,겸댕이47,친절하시고 맛있어요,24.6.22.토,9번째 방문
2869,정릉동 대왕유통직영셀프민물장어,토끼4114,양도 많고 신선하고 맛있고 서비스가 좋아요,24.6.21.금,7번째 방문
2870,정릉동 대왕유통직영셀프민물장어,seo****,맛있어요,24.6.12.수,3번째 방문
2871,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,친절해요,24.6.8.토,6번째 방문
2872,정릉동 대왕유통직영셀프민물장어,Mmsarchive,장어 너무 맛있음 가성비갑 장어집,24.6.2.일,3번째 방문
2873,정릉동 대왕유통직영셀프민물장어,까칠한입말로만다이어트,🐽🐽🐽🐽8M3M4C,24.5.19.일,3번째 방문
2874,정릉동 대왕유통직영셀프민물장어,coolwoman,장어가 탄탄하면서도 부드럽고 너무 맛있어요,24.5.3.금,1번째 방문
2875,정릉동 대왕유통직영셀프민물장어,nakkkkkk,맛있어요,24.4.27.토,3번째 방문
2876,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,,24.4.20.토,5번째 방문
2877,정릉동 대왕유통직영셀프민물장어,수니54,굿,24.4.20.토,10번째 방문
2878,정릉동 대왕유통직영셀프민물장어,Mmsarchive,"맛있어요,~~",24.3.11.월,2번째 방문
2879,정릉동 대왕유통직영셀프민물장어,yyn****,좋아요,24.2.29.목,2번째 방문
2880,정릉동 대왕유통직영셀프민물장어,율윤맘91,장어사진을 못찍었어요ㅠㅠ양도 많고 맛나요~~다른곳들보다 저렴한듯합니다이모님들 친절하셔서 좋았어요^^,24.2.25.일,1번째 방문
2881,정릉동 대왕유통직영셀프민물장어,ssebiya,장어 엄청 실하고 양도 푸짐해요 직원분들 세심하게 챙겨주시고 친절해요 잘 먹었습니다😋,24.2.24.토,1번째 방문
2882,정릉동 대왕유통직영셀프민물장어,겸댕이47,가끔 먹으러 가는데 사장님도 항상 친절하게 대해주시고너무 맛있어요. 건강해지는것 같아요^^,24.2.22.목,8번째 방문
2883,정릉동 대왕유통직영셀프민물장어,수니54,굿,24.2.17.토,9번째 방문
2884,정릉동 대왕유통직영셀프민물장어,드림쉐어러,정릉에 식사를 가끔하면 들르게 되는 가성비 건강식당입니다.,24.2.2.금,1번째 방문
2885,정릉동 대왕유통직영셀프민물장어,박살내자11,양이 푸짐하고 맛있습니다~,24.1.12.금,2번째 방문
2886,정릉동 대왕유통직영셀프민물장어,민여짱,친절해요,23.12.31.일,2번째 방문
2887,정릉동 대왕유통직영셀프민물장어,amdi,친절해요,23.12.31.일,2번째 방문
2888,정릉동 대왕유통직영셀프민물장어,Let me do,굿,23.12.25.월,1번째 방문
2889,정릉동 대왕유통직영셀프민물장어,수니54,좋아요,23.10.29.일,8번째 방문
2890,정릉동 대왕유통직영셀프민물장어,msb****,친절해요가성비 에 맛도 좋아요,23.10.28.토,2번째 방문
2891,정릉동 대왕유통직영셀프민물장어,duc****,굿,23.10.27.금,8번째 방문
2892,정릉동 대왕유통직영셀프민물장어,yso****,좋아요,23.9.30.토,1번째 방문
2893,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,,23.9.29.금,4번째 방문
2894,정릉동 대왕유통직영셀프민물장어,명품 공단지킴이,친절하고 음식이 맛있어요.,23.9.11.월,3번째 방문
2895,정릉동 대왕유통직영셀프민물장어,뚜루19,굿,23.9.9.토,11번째 방문
2896,정릉동 대왕유통직영셀프민물장어,준유57,장어 정말 맛있습니다.살도 통통 쫄깃쫄깃 너무 잘 먹고 갑니다 ^^,23.9.3.일,1번째 방문
2897,정릉동 대왕유통직영셀프민물장어,mis****,굿,23.8.24.목,1번째 방문
2898,정릉동 대왕유통직영셀프민물장어,duc****,굿,23.8.17.목,6번째 방문
2899,정릉동 대왕유통직영셀프민물장어,벤쿠버민,장어 너무 좋아해서 주기적으로 찾아다니며 먹는데우이동쪽은 사람 너무 많아져서 먹는동은 정신없고별내나 임진각까지 찾아가기 멀어 가까운데 없을까 찾다 발견한 곳이라 바로 찾아갔어요. 가성비 좋고 너무 맛있어요 소스가 서울에서 먹으러가려면 이 곳 생각해두고 가야겠어요,23.8.14.월,1번째 방문
2900,정릉동 대왕유통직영셀프민물장어,악녀탄생,맛있더용^^,23.8.12.토,1번째 방문
2901,정릉동 대왕유통직영셀프민물장어,이쁜마누라3,가성비 좋고 다양한 물건 많아요,23.8.12.토,1번째 방문
2902,정릉동 대왕유통직영셀프민물장어,박살내자11,양이 푸짐하고 맛있습니다~,23.8.10.목,1번째 방문
2903,정릉동 대중식당,qwerpoiu66,백반이 생각나거나 밥 한번 먹으러 갈때 찾아가는곳입니다 반찬도 괜찮고 맛있습니다,24.9.4.수,2번째 방문
2904,정릉동 대중식당,개굴3714,정릉에 정말 오래된 식당 맛도좋고 사장님도 좋으세요.,24.3.14.목,1번째 방문
2905,정릉동 대중식당,cys2753,점심먹기 좋아요...,23.6.26.월,6번째 방문
2906,정릉동 대중식당,cys2753,좋아요..맛있어요...,23.6.23.금,5번째 방문
2907,정릉동 대중식당,cys2753,굿,23.2.9.목,4번째 방문
2908,정릉동 대중식당,yss****,ㅈㅇㅈㅇ,22.8.17.수,1번째 방문
2909,정릉동 대중식당,마루치1,맵구 짜구,21.11.4.목,1번째 방문
2910,정릉동 대중식당,늘님,좋아요,21.10.7.목,1번째 방문
2911,정릉동 대중식당,이기자78,굿,21.9.6.월,1번째 방문
2912,정릉동 대중식당,sejini33,맛있어요,21.9.6.월,1번째 방문
2913,정릉동 대중식당,꾸23,맛있어요,21.2.3.수,1번째 방문
2914,정릉동 대중식당,쭈루28,맛있음,21.2.3.수,1번째 방문
2915,정릉동 대중식당,뿌니89,친절하고 맛있어요,21.2.3.수,1번째 방문
2916,정릉동 대중식당,cys2753,점심에 백반정식 가성비 좋아요~~~,20.11.13.금,2번째 방문
2917,정릉동 대중식당,므하하,사장님 반찬들 매일 바꿔주시고 푸짐해요요즘 6천원에 고기반찬에 5찬 백반집 없어요매번 만족하고 먹습니다사업 번창하셔요^^,20.9.3.목,1번째 방문
2918,정릉동 대한냉면,흐에00,해장 삼아 매운 물냉면 먹었는데 틈새라면 보다 맵네요.국물은 잘 안먹고 면만 호다닥 먹었습니다.담부터는 일반 냉명으로 거랴겠네요.그래도 맛있게 먹었고 갈비 만두가 달아서 다행이였어욬ㅋㅋㅋ,24.3.3.일,1번째 방문
2919,정릉동 대한냉면,tth****,N,23.12.27.수,1번째 방문
2920,정릉동 대한냉면,TD26,좋아요,23.11.26.일,1번째 방문
