사업장명,영업상태,업태,전화번호,주소,인허가일자,폐업일자,최종수정일,크롤링여부
왕곱창구이,영업/정상,한식,,서울특별시 성북구 정릉동 151-8 ,2008-08-29,,2021-04-30 02:40:00.0,Y
아주맛있는빠베큐,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 388-5번지 ,2015-08-17,,2018-08-31 23:59:59.0,Y
에스에스푸드,영업/정상,기타,,서울특별시 성북구 정릉동 16-313 ,2017-10-27,,2021-12-09 02:40:00.0,Y
돼지잡고돈잡고,영업/정상,기타,,서울특별시 성북구 정릉동 363번지 (지상1층) ,2011-04-14,,2018-08-31 23:59:59.0,Y
풍년포차,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 894-1 ,2014-09-29,,2022-12-30 02:40:00.0,Y
신북경,영업/정상,중국식,,서울특별시 성북구 정릉동 200번지 ,2011-06-20,,2018-08-31 23:59:59.0,Y
서울불고기,영업/정상,한식,,서울특별시 성북구 정릉동 398-8번지 ,2012-08-29,,2018-08-31 23:59:59.0,Y
킴스치킨,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 167-4번지 ,2010-02-03,,2018-08-31 23:59:59.0,Y
조선화로구이,영업/정상,한식,,서울특별시 성북구 정릉동 1035-6번지 e-편한세상 상가동 204~206호,2012-10-08,,2018-08-31 23:59:59.0,Y
TINY(타이니),영업/정상,호프/통닭,,서울특별시 성북구 정릉동 900-2번지 ,2016-03-28,,2018-08-31 23:59:59.0,Y
더로스팅,영업/정상,기타,,서울특별시 성북구 정릉동 110-39 ,2012-05-10,,2024-02-21 02:40:00.0,Y
참치집,영업/정상,한식,02   9108786,서울특별시 성북구 정릉동 344-4 ,2004-11-17,,2024-06-30 02:40:00.0,Y
종점치킨,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 820-26 유정여관 ,2008-10-23,,2023-10-15 02:40:00.0,Y
춘천닭갈비,영업/정상,한식,02942 8411,서울특별시 성북구 정릉동 16-10 ,1995-02-06,,2023-08-27 02:40:00.0,Y
신 국민닭발,영업/정상,한식,02  915 1525,서울특별시 성북구 정릉동 16-317번지 ,2018-01-26,,2018-08-31 23:59:59.0,Y
오봉주점,영업/정상,한식,,서울특별시 성북구 정릉동 654-34번지 ,2018-03-30,,2018-08-31 23:59:59.0,Y
베이스캠프,영업/정상,분식,,서울특별시 성북구 정릉동 819-9번지 1층 ,2016-04-05,,2018-08-31 23:59:59.0,Y
숯불직화 꼬치바베큐,영업/정상,기타,02 9109277,서울특별시 성북구 정릉동 227-67 (지하1층) ,2008-04-11,,2021-10-16 02:40:00.0,Y
카페드라무르,영업/정상,까페,02  918 8717,서울특별시 성북구 정릉동 852-10번지 ,2012-02-29,,2018-08-31 23:59:59.0,Y
청년밥상문간,영업/정상,한식,02 7437026,서울특별시 성북구 정릉동 398-8번지 ,2017-08-18,,2020-05-21 02:40:00.0,Y
황궁,영업/정상,중국식,02  917 8880,서울특별시 성북구 정릉동 374-15 2층 ,2011-08-30,,2021-11-21 02:40:00.0,Y
정릉골,영업/정상,한식,02  943 6220,서울특별시 성북구 정릉동 351번지 ,2011-09-01,,2018-08-31 23:59:59.0,Y
피자생각 치코파닭,영업/정상,기타,02  911 8598,서울특별시 성북구 정릉동 227-166번지 지하1층 ,2011-01-31,,2018-08-31 23:59:59.0,Y
청수장2,영업/정상,한식,,서울특별시 성북구 정릉동 416-26번지 ,2012-04-12,,2018-08-31 23:59:59.0,Y
청수장 3,영업/정상,한식,,서울특별시 성북구 정릉동 416-15번지 ,2012-04-12,,2018-08-31 23:59:59.0,Y
신천순대국,영업/정상,한식,02  919 5221,서울특별시 성북구 정릉동 161-15 ,2012-04-16,,2021-10-01 02:40:00.0,Y
통통장어,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 416-14번지 ,2016-01-07,,2018-08-31 23:59:59.0,Y
장수식당,영업/정상,기타,02  942 6931,서울특별시 성북구 정릉동 150-51번지 ,2012-03-28,,2019-03-07 02:40:00.0,Y
산전수전,영업/정상,한식,,서울특별시 성북구 정릉동 786-1 ,2002-05-08,,2021-12-16 02:40:00.0,Y
정릉골오리,영업/정상,한식,02  913 4567,서울특별시 성북구 정릉동 697-3번지 ,2012-05-16,,2018-08-31 23:59:59.0,Y
Ave[아베이],영업/정상,한식,,서울특별시 성북구 정릉동 420-11번지 ,2017-03-16,,2018-08-31 23:59:59.0,Y
굽네치킨(정릉역점),영업/정상,호프/통닭,,서울특별시 성북구 정릉동 435번지 중앙하이츠빌 202동 상가동104호 ,2017-03-21,,2018-08-31 23:59:59.0,Y
햇살머믄꼬마김밥,영업/정상,분식,,서울특별시 성북구 정릉동 239 ,2017-10-12,,2021-08-06 02:40:00.0,Y
가람,영업/정상,한식,02  916 0318,서울특별시 성북구 정릉동 411-36 ,2015-01-22,,2024-04-06 02:40:00.0,Y
마초떡볶이&치킨,영업/정상,통닭(치킨),02 9999910,서울특별시 성북구 정릉동 527번지 지상1층 ,2015-03-03,,2018-08-31 23:59:59.0,Y
대왕유통직영셀프민물장어,영업/정상,한식,,서울특별시 성북구 정릉동 820-4 지상2층 ,2015-03-09,,2023-06-08 02:40:00.0,Y
와플대학정릉캠퍼스,영업/정상,까페,,서울특별시 성북구 정릉동 416-2번지 ,2015-02-23,,2018-08-31 23:59:59.0,Y
유기택피자,영업/정상,기타,02 9180632,서울특별시 성북구 정릉동 111-67 1층 ,2012-07-04,,2024-02-28 02:40:00.0,Y
장수옻닭,영업/정상,한식,,서울특별시 성북구 정릉동 161-14번지 ,2017-04-28,,2018-08-31 23:59:59.0,Y
투다리,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 411-38번지 ,2011-05-09,,2018-08-31 23:59:59.0,Y
두레통닭(정릉점),영업/정상,호프/통닭,,서울특별시 성북구 정릉동 398-8 ,2016-02-02,,2021-07-10 02:40:00.0,Y
비비큐정릉풍림스타점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 239-1번지 정릉풍림아이원 ,2016-02-11,,2020-05-22 02:40:00.0,Y
병천순대,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 822-28 ,2012-06-13,,2021-10-24 02:40:00.0,Y
주경야돈,영업/정상,한식,02 9122290,서울특별시 성북구 정릉동 653-1번지 ,2004-11-17,,2018-08-31 23:59:59.0,Y
경석이네통닭분식,영업/정상,기타,,서울특별시 성북구 정릉동 153-8번지 ,2018-02-27,,2019-03-16 02:40:00.0,Y
만싱양꼬치,영업/정상,한식,02  913 5929,서울특별시 성북구 정릉동 397-18번지 ,2015-02-06,,2020-05-22 02:40:00.0,Y
떼돈,영업/정상,기타,02  918 5941,서울특별시 성북구 정릉동 258-13 1층 ,2015-03-13,,2022-12-11 02:40:00.0,Y
옛날통닭,영업/정상,한식,,서울특별시 성북구 정릉동 287-3번지 1층 ,2014-10-15,,2020-05-24 02:40:00.0,Y
시장순대집,영업/정상,한식,02 9188814,서울특별시 성북구 정릉동 405-1번지 가동 62호,2003-11-29,,2018-08-31 23:59:59.0,Y
청정나루터수산물백화점 텀브커피,영업/정상,경양식,,서울특별시 성북구 정릉동 160-4 1층 ,2013-10-08,,2025-01-16 02:40:00.0,Y
맛깔참죽 정릉점(선진스포츠),영업/정상,한식,,서울특별시 성북구 정릉동 435 중앙하이츠빌2단지 ,2009-11-27,,2023-11-05 02:40:00.0,Y
만남,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 150-8번지 ,2016-04-22,,2018-08-31 23:59:59.0,Y
맛짱,영업/정상,호프/통닭,02 9183949,서울특별시 성북구 정릉동 891-6 1층 ,2004-11-18,,2020-10-08 02:40:00.0,Y
비에이치씨,영업/정상,통닭(치킨),02  943 2292,서울특별시 성북구 정릉동 164-37 ,2011-09-23,,2021-04-28 02:40:00.0,Y
주은이네손맛도시락,영업/정상,기타,,서울특별시 성북구 정릉동 258-10 1층 ,2011-09-30,,2021-09-30 02:40:00.0,Y
퇘사랑,영업/정상,한식,02  915 9295,"서울특별시 성북구 정릉동 227-72번지 103,104호 ",2008-12-16,,2018-08-31 23:59:59.0,Y
고고상회,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 350-10 ,2010-08-20,,2021-03-13 02:40:00.0,Y
브런치펍2,영업/정상,분식,02  64369206,서울특별시 성북구 정릉동 383-2번지 1층 ,2010-08-24,,2018-08-31 23:59:59.0,Y
주가,영업/정상,호프/통닭,02  911 0059,서울특별시 성북구 정릉동 239번지 풍림@ 상가1 104호 ,2013-10-01,,2018-08-31 23:59:59.0,Y
노가리호프,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 266-93번지 ,2013-10-01,,2019-04-14 02:40:00.0,Y
청춘노가리,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 647-12 ,2013-07-08,,2023-11-10 02:40:00.0,Y
바운스,영업/정상,까페,,서울특별시 성북구 정릉동 266-105번지 지하1층 ,2013-07-12,,2018-08-31 23:59:59.0,Y
동네사람,영업/정상,일식,,서울특별시 성북구 정릉동 406-1 정릉푸르지오아파트 상가동 101-1호,2013-09-09,,2021-04-09 02:40:00.0,Y
꿀꿀이생일날,영업/정상,한식,02  942 8786,서울특별시 성북구 정릉동 350-10 ,2003-04-25,,2021-04-14 02:40:00.0,Y
김영희강남동태찜정릉점,영업/정상,한식,02 9145075,서울특별시 성북구 정릉동 160-4번지 ,2003-04-29,,2018-08-31 23:59:59.0,Y
순대실록 정릉점,영업/정상,경양식,02  914 4411,서울특별시 성북구 정릉동 284-41 ,2006-08-16,,2024-11-07 02:40:00.0,Y
길포장마차,영업/정상,정종/대포집/소주방,02 9122665,서울특별시 성북구 정릉동 966-86번지 외 3필지 ,2005-11-28,,2018-08-31 23:59:59.0,Y
굽네치킨,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 260-28 ,2009-03-23,,2022-07-17 02:40:00.0,Y
스크린골프구내식당,영업/정상,한식,02 9110775,서울특별시 성북구 정릉동 380-1번지 ,2006-03-07,,2018-08-31 23:59:59.0,Y
한라산도새기 정릉점,영업/정상,한식,,서울특별시 성북구 정릉동 506-9 ,2008-05-13,,2023-03-08 02:40:00.0,Y
채움늘,영업/정상,한식,02  910 8182,서울특별시 성북구 정릉동 852-12 ,2001-10-12,,2023-11-10 02:40:00.0,Y
통통 숯불돼지,영업/정상,정종/대포집/소주방,,서울특별시 성북구 정릉동 227-151번지 ,2001-06-04,,2018-08-31 23:59:59.0,Y
임금님 자장면,영업/정상,중국식,02 9141831,서울특별시 성북구 정릉동 298-2 ,2006-01-26,,2023-11-03 02:40:00.0,Y
정릉갈비,영업/정상,한식,,서울특별시 성북구 정릉동 266-106 ,2006-06-13,,2023-11-09 02:40:00.0,Y
웰빙여기가좋겠네,영업/정상,한식,02 9153900,서울특별시 성북구 정릉동 161-27번지 ,2004-08-31,,2018-08-31 23:59:59.0,Y
다안국수,영업/정상,한식,,서울특별시 성북구 정릉동 789-12 ,2013-11-14,,2021-10-10 02:40:00.0,Y
오븐마루 정릉점,영업/정상,기타,,"서울특별시 성북구 정릉동 406-1번지 정릉푸르지오아파트 상가동 103-1, 104 ",2013-11-19,,2018-08-31 23:59:59.0,Y
역족,영업/정상,패스트푸드,02 9424053,서울특별시 성북구 정릉동 284-11 2층 ,2002-07-29,,2024-06-26 02:40:00.0,Y
더원치킨,영업/정상,통닭(치킨),02  911 8479,서울특별시 성북구 정릉동 388-4 ,2005-03-30,,2020-12-12 02:40:00.0,Y
무한리필,영업/정상,한식,02  913 7748,서울특별시 성북구 정릉동 397-26 ,2013-04-25,,2024-04-26 02:40:00.0,Y
로터리다방(ROTARY DAVANT),영업/정상,기타,,서울특별시 성북구 정릉동 416-10번지 ,2013-04-25,,2018-08-31 23:59:59.0,Y
찬이네,영업/정상,한식,,서울특별시 성북구 정릉동 164-31번지 ,2008-06-20,,2018-08-31 23:59:59.0,Y
대영호프,영업/정상,한식,02 9865379,서울특별시 성북구 정릉동 397-27 ,2001-04-24,,2021-09-17 02:40:00.0,Y
논두렁,영업/정상,한식,02 9425009,서울특별시 성북구 정릉동 266-106 ,1994-11-08,,2021-09-11 02:40:00.0,Y
박씨돈까스,영업/정상,한식,,서울특별시 성북구 정릉동 373-4번지 성신프라자 103호 ,2017-01-05,,2019-01-31 02:40:00.0,Y
페리카나 정릉행복점,영업/정상,호프/통닭,02 9199548,서울특별시 성북구 정릉동 372-47번지 ,1994-06-29,,2020-01-11 02:40:00.0,Y
압구정본가불닭발,영업/정상,한식,,서울특별시 성북구 정릉동 14-37 ,2017-01-03,,2021-06-24 02:40:00.0,Y
무교동본낙지,영업/정상,분식,02  943 8788,서울특별시 성북구 정릉동 1013번지 청구아파트상가 104호,2008-01-10,,2018-08-31 23:59:59.0,Y
화염양꼬치,영업/정상,호프/통닭,02  941 2762,서울특별시 성북구 정릉동 227-38 ,2003-11-15,,2023-11-10 02:40:00.0,Y
숭덕분식,영업/정상,분식,,서울특별시 성북구 정릉동 162-23 ,2001-11-20,,2021-12-15 02:40:00.0,Y
성원식당,영업/정상,기타,,서울특별시 성북구 정릉동 107-25번지 ,2006-03-13,,2018-08-31 23:59:59.0,Y
슬로카페달팽이,영업/정상,한식,02916 0111,서울특별시 성북구 정릉동 348-1 ,2006-03-15,,2024-04-14 02:40:00.0,Y
양가네손칼국수,영업/정상,한식,02 9198982,서울특별시 성북구 정릉동 393-1번지 ,1994-08-06,,2018-08-31 23:59:59.0,Y
힐링죤치킨&비어,영업/정상,통닭(치킨),02 9177392,서울특별시 성북구 정릉동 780 산장아파트 지하상가동 13호,2004-10-29,,2021-12-09 02:40:00.0,Y
곰의집,영업/정상,한식,,서울특별시 성북구 정릉동 481번지 ,2004-11-02,,2019-04-04 02:40:00.0,Y
고향산천,영업/정상,한식,02 9188198,서울특별시 성북구 정릉동 777-7 1층 ,2001-09-11,,2021-09-30 02:40:00.0,Y
브런치펍1,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 383-98번지 1층 ,2013-05-03,,2018-08-31 23:59:59.0,Y
수선화,영업/정상,한식,,서울특별시 성북구 정릉동 139-41번지 1층 ,2002-09-11,,2018-08-31 23:59:59.0,Y
백두산,영업/정상,기타,,서울특별시 성북구 정릉동 192-263 1층 ,2016-10-04,,2023-11-10 02:40:00.0,Y
블루몽,영업/정상,기타,02  912 7922,서울특별시 성북구 정릉동 16-185 ,2004-06-08,,2021-11-04 02:40:00.0,Y
갱상도파절이삼겹,영업/정상,기타,,서울특별시 성북구 정릉동 16-292 ,2016-09-19,,2025-01-25 02:40:00.0,Y
정릉손칼국수,영업/정상,한식,02 9094341,서울특별시 성북구 정릉동 16-314 ,2004-11-10,,2021-06-06 02:40:00.0,Y
바다마을,영업/정상,횟집,02941 3373,서울특별시 성북구 정릉동 786-10번지 ,2007-03-20,,2018-08-31 23:59:59.0,Y
쌈촌 정릉점,영업/정상,한식,02  919 2007,서울특별시 성북구 정릉동 1028-1번지 ,2008-08-12,,2018-08-31 23:59:59.0,Y
주식회사 르한스,영업/정상,경양식,02941 1141,서울특별시 성북구 정릉동 918-1 ,2005-06-08,,2023-11-02 02:40:00.0,Y
아덜딜리버리,영업/정상,기타,,서울특별시 성북구 정릉동 372-48 ,2016-12-29,,2022-03-16 02:40:00.0,Y
풍덕천 두꺼비집 정릉우체국점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 416-77 ,2016-11-07,,2022-11-09 02:40:00.0,Y
도꼬돈카츠,영업/정상,일식,02  62041033,서울특별시 성북구 정릉동 894-11번지 ,2016-12-02,,2018-08-31 23:59:59.0,Y
올레해장국,영업/정상,기타,02  919 9546,서울특별시 성북구 정릉동 778-11 1층 ,2010-05-03,,2022-11-23 02:40:00.0,Y
보네르강정치킨,영업/정상,분식,02  914 5192,서울특별시 성북구 정릉동 372-38 ,2010-03-23,,2024-05-02 02:40:00.0,Y
피플즈플레이스,영업/정상,경양식,,서울특별시 성북구 정릉동 854-2 (1층) ,2010-03-23,,2022-11-04 02:40:00.0,Y
하남돼지집 정릉점,영업/정상,한식,02 9420402,서울특별시 성북구 정릉동 465-1 외5필지 ,2002-06-27,,2023-11-03 02:40:00.0,Y
퓨전 곱창이야기,영업/정상,한식,02 9432269,서울특별시 성북구 정릉동 1034 ,2009-10-27,,2020-10-13 02:40:00.0,Y
청수,영업/정상,한식,02 9143196,서울특별시 성북구 정릉동 786-13 ,2005-09-12,,2021-08-31 02:40:00.0,Y
산장두부촌,영업/정상,한식,02 9191599,서울특별시 성북구 정릉동 966-223 외2필지 ,2007-03-27,,2021-10-07 02:40:00.0,Y
샤브룩,영업/정상,기타,02  913 6699,서울특별시 성북구 정릉동 1034 라온유아파트 상가동 B201호(지하1층) ,2009-06-05,,2020-10-13 02:40:00.0,Y
정돈,영업/정상,한식,02 9129400,서울특별시 성북구 정릉동 407-11 ,2006-06-28,,2024-09-08 02:40:00.0,Y
미소,영업/정상,한식,,서울특별시 성북구 정릉동 산 16-1번지 유담관 ,2016-08-01,,2018-08-31 23:59:59.0,Y
옐로치킨07/바로돈가스,영업/정상,호프/통닭,02 9132360,서울특별시 성북구 정릉동 489-2 ,2007-11-02,,2021-09-30 02:40:00.0,Y
소한마리 정육식당 정릉점,영업/정상,한식,02  943 2495,서울특별시 성북구 정릉동 667-1 1~3층(3층134㎡) ,2007-12-11,,2021-10-24 02:40:00.0,Y
횡성한우,영업/정상,한식,02  911 1443,서울특별시 성북구 정릉동 16-341 ,2007-12-07,,2020-10-22 02:40:00.0,Y
사이야(정릉본점),영업/정상,호프/통닭,,서울특별시 성북구 정릉동 120-8번지 (지상1층) ,2009-12-17,,2019-08-09 02:40:00.0,Y
소우락,영업/정상,한식,02  911 9500,서울특별시 성북구 정릉동 284-13번지 건양빌딩 2층 ,2016-11-17,,2018-08-31 23:59:59.0,Y
은혜감자탕,영업/정상,탕류(보신용),02 9435686,서울특별시 성북구 정릉동 396-14 ,2005-01-06,,2021-12-18 02:40:00.0,Y
우리맛곱창,영업/정상,한식,,서울특별시 성북구 정릉동 388-1 ,2016-11-15,,2023-11-23 02:40:00.0,Y
주식회사 르한스,영업/정상,경양식,,서울특별시 성북구 정릉동 918 ,2002-07-04,,2023-11-02 02:40:00.0,Y
처갓집양념치킨정릉점,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 284-11번지 (1층) ,2009-11-02,,2018-08-31 23:59:59.0,Y
닭코스,영업/정상,통닭(치킨),02 9149293,서울특별시 성북구 정릉동 16-368번지 (1층) ,2009-11-05,,2018-08-31 23:59:59.0,Y
사랑방,영업/정상,한식,0234933932,서울특별시 성북구 정릉동 400-8번지 ,2007-04-09,,2018-08-31 23:59:59.0,Y
쏭다방Ⅱ,영업/정상,기타,,서울특별시 성북구 정릉동 772-4번지 ,2019-11-01,,2019-11-03 00:23:22.0,Y
오감공간,영업/정상,기타,,서울특별시 성북구 정릉동 16-290번지 지상1층 ,2019-12-16,,2019-12-18 00:23:26.0,Y
별빛달빛아래치킨3마리,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 164-40번지 1층 ,2019-07-02,,2019-07-04 02:21:28.0,Y
한솥 서경대점,영업/정상,한식,,서울특별시 성북구 정릉동 227-43번지 (지하1층) ,2009-05-29,,2018-08-31 23:59:59.0,Y
바람난 오리궁뎅이,영업/정상,한식,02 9185999,서울특별시 성북구 정릉동 767-4번지 ,2004-03-12,,2018-08-31 23:59:59.0,Y
옥터펍스타코야끼,영업/정상,한식,,서울특별시 성북구 정릉동 227-150번지 ,2016-08-16,,2019-07-13 02:40:00.0,Y
도깨비,영업/정상,기타,,서울특별시 성북구 정릉동 239번지 ,2008-06-10,,2018-08-31 23:59:59.0,Y
영영상점 정릉29호상점,영업/정상,한식,,서울특별시 성북구 정릉동 16-169 윤영수치과 1층 ,2022-03-08,,2022-03-10 13:22:36.0,Y
JH키친,영업/정상,기타,,서울특별시 성북구 정릉동 260-30 ,2022-02-09,,2022-02-11 00:22:38.0,Y
이화수 정릉시장점,영업/정상,한식,,서울특별시 성북구 정릉동 403-18 ,2022-03-16,,2024-02-22 02:40:00.0,Y
연화객당,영업/정상,일식,,서울특별시 성북구 정릉동 140-9 ,2022-03-07,,2023-05-17 02:40:00.0,Y
술이라면2,영업/정상,한식,,서울특별시 성북구 정릉동 266-93 ,2022-02-23,,2024-08-08 02:40:00.0,Y
popcorn pallat(팝콘팔라트),영업/정상,기타,,서울특별시 성북구 정릉동 556-52 ,2022-02-08,,2023-12-14 02:40:00.0,Y
용가네해장국,영업/정상,한식,,서울특별시 성북구 정릉동 16-332 ,2022-04-06,,2022-04-08 00:22:34.0,Y
술이그린이밤,영업/정상,한식,,서울특별시 성북구 정릉동 892-9 ,2022-04-06,,2022-04-08 00:22:34.0,Y
두마리 찜닭 두찜 정릉점,영업/정상,한식,02  60814080,서울특별시 성북구 정릉동 16-157 행복장여인숙  1층 ,2019-11-06,,2024-08-31 02:40:00.0,Y
NEUL(늘)파스타,영업/정상,경양식,,서울특별시 성북구 정릉동 285-10번지 ,2019-10-21,,2019-10-23 00:22:57.0,Y
국민간식333 정릉,영업/정상,기타,,서울특별시 성북구 정릉동 373-4 성신프라자 ,2024-07-10,,2024-07-12 00:13:50.0,Y
역전할머니맥주 정릉시장점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 396-41 ,2024-07-26,,2024-07-31 02:40:00.0,Y
갱상도야채고기찜,영업/정상,한식,,서울특별시 성북구 정릉동 16-292 ,2024-06-19,,2025-01-25 02:40:00.0,Y
대한냉면,영업/정상,한식,,서울특별시 성북구 정릉동 132-122 ,2022-02-03,,2024-09-27 02:40:00.0,Y
컴포즈커피 정릉아리랑점,영업/정상,기타,,서울특별시 성북구 정릉동 1035 정릉2차 e-편한세상 ,2023-06-08,,2023-06-10 00:19:49.0,Y
커피디미방,영업/정상,기타,02941 1203,서울특별시 성북구 정릉동 239번지 정릉풍림아이원 제1상가동 1층 109호 후면 ,2020-01-02,,2020-01-04 00:23:37.0,Y
록녹,영업/정상,기타,,서울특별시 성북구 정릉동 289-50 지상2층 ,2024-06-12,,2024-06-14 00:14:14.0,Y
웍스터,영업/정상,중국식,,서울특별시 성북구 정릉동 107-20 ,2024-06-17,,2024-06-19 00:14:09.0,Y
최고집도시락,영업/정상,김밥(도시락),,서울특별시 성북구 정릉동 106-2 지상1층 ,2024-06-03,,2024-06-05 00:14:21.0,Y
청춘노가리Ⅱ,영업/정상,한식,,서울특별시 성북구 정릉동 647-12 ,2020-03-18,,2020-10-28 02:40:00.0,Y
정릉설렁탕,영업/정상,한식,,서울특별시 성북구 정릉동 413-14 초원빌딩 ,2020-03-02,,2021-12-07 02:40:00.0,Y
오공(50)보쌈,영업/정상,한식,,서울특별시 성북구 정릉동 16-33 ,2020-03-02,,2023-09-06 02:40:00.0,Y
정릉곤드레밥,영업/정상,한식,,서울특별시 성북구 정릉동 266-401 지상1층 ,2020-01-30,,2023-11-04 02:40:00.0,Y
다우가,영업/정상,분식,,서울특별시 성북구 정릉동 398-8번지 황내과의원 ,2020-02-10,,2020-02-12 00:23:23.0,Y
족보잇는 국밥 정릉점,영업/정상,한식,,서울특별시 성북구 정릉동 110-32번지 지상1층 ,2020-02-10,,2020-02-12 00:23:23.0,Y
늘솜족발,영업/정상,한식,,서울특별시 성북구 정릉동 16-304 지상1층 ,2020-02-17,,2023-05-12 02:40:00.0,Y
237플랫폼카페,영업/정상,기타,,서울특별시 성북구 정릉동 405-3번지 동우빌딩 지상1층 ,2020-02-18,,2020-04-02 02:40:00.0,Y
카페마리,영업/정상,기타,,서울특별시 성북구 정릉동 779-2 ,2023-04-12,,2023-04-14 00:20:33.0,Y
국수나무 돈암점,영업/정상,기타,,서울특별시 성북구 정릉동 1035 정릉2차 e-편한세상 ,2023-05-11,,2023-05-13 00:20:06.0,Y
이어럽,영업/정상,기타,,서울특별시 성북구 정릉동 685-89 ,2024-05-29,,2024-05-31 00:14:47.0,Y
꿀보강정보국문역점,영업/정상,기타,,서울특별시 성북구 정릉동 289-33 ,2024-04-30,,2024-07-03 02:40:00.0,Y
몬스택 버거,영업/정상,"외국음식전문점(인도,태국등)",02  60137758,서울특별시 성북구 정릉동 284-12 ,2024-04-15,,2024-04-17 00:15:02.0,Y
청년고기장수정릉점,영업/정상,식육(숯불구이),,서울특별시 성북구 정릉동 298-2 보국문빌딩 지상1층 ,2024-05-16,,2024-05-18 00:14:36.0,Y
불티,영업/정상,식육(숯불구이),,서울특별시 성북구 정릉동 350-7 ,2024-03-29,,2024-03-31 00:15:17.0,Y
가부 정릉직영점,영업/정상,중국식,,서울특별시 성북구 정릉동 413-6 ,2024-05-21,,2024-05-23 00:14:32.0,Y
참나라바베큐치킨,영업/정상,통닭(치킨),0209124198,서울특별시 성북구 정릉동 393-2번지 ,1983-08-20,,2018-08-31 23:59:59.0,Y
주락,영업/정상,정종/대포집/소주방,,서울특별시 성북구 정릉동 894-15 ,2014-12-17,,2023-11-17 02:40:00.0,Y
신전떡볶이 정릉점,영업/정상,한식,,서울특별시 성북구 정릉동 373-4 외5필지성신프라자 지상1층 106호 ,2010-12-16,,2020-07-04 02:40:00.0,Y
부미식당,영업/정상,한식,02 9433232,서울특별시 성북구 정릉동 469-3번지 ,2000-07-21,,2018-08-31 23:59:59.0,Y
태평양식당,영업/정상,한식,02 9154988,"서울특별시 성북구 정릉동 258-17 ,270-7,976-23,42 ",1996-05-25,,2023-11-15 02:40:00.0,Y
제일돈까스,영업/정상,경양식,07048338118,서울특별시 성북구 정릉동 16-273 ,2024-04-25,,2024-06-26 02:40:00.0,Y
달고나꼬마김밥,영업/정상,김밥(도시락),,서울특별시 성북구 정릉동 416-2 1층 ,2024-03-28,,2024-03-30 00:15:18.0,Y
주식회사 비에스엠에프엔비,영업/정상,기타,,서울특별시 성북구 정릉동 670-5 사회복지법인 우리누리 ,2024-04-03,,2024-12-04 02:40:00.0,Y
보국냉면,영업/정상,한식,02 9291332,서울특별시 성북구 정릉동 411-34 ,2024-04-29,,2024-05-04 02:40:00.0,Y
솔샘로74,영업/정상,기타,,서울특별시 성북구 정릉동 290-40 ,2024-04-05,,2024-04-07 00:15:21.0,Y
연우김밥,영업/정상,김밥(도시락),,서울특별시 성북구 정릉동 254-77 ,2024-04-05,,2024-04-07 00:15:21.0,Y
쌤(ssaem),영업/정상,기타,,서울특별시 성북구 정릉동 372-48 ,2024-05-08,,2024-05-12 02:40:00.0,Y
골목집,영업/정상,한식,02 9182683,서울특별시 성북구 정릉동 107-32 ,2024-05-24,,2024-05-26 00:14:47.0,Y
소연,영업/정상,한식,,서울특별시 성북구 정릉동 161-28 ,2021-10-07,,2021-10-09 00:22:47.0,Y
화랑식당,영업/정상,한식,,서울특별시 성북구 정릉동 992-21 지하1층 ,2021-10-29,,2022-06-23 02:40:00.0,Y
능이네버섯백숙,영업/정상,한식,,서울특별시 성북구 정릉동 290-26 1층 ,2020-04-29,,2023-11-10 02:40:00.0,Y
화염마라탕,영업/정상,한식,,서울특별시 성북구 정릉동 227-38 ,2020-05-06,,2021-06-06 02:40:00.0,Y
듀드롭 르 봉땅,영업/정상,기타,,서울특별시 성북구 정릉동 227-72번지 명성맨션 ,2020-05-11,,2020-05-13 00:23:20.0,Y
정릉맥주도가,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 488-4번지 2층 ,2017-09-25,,2020-06-07 02:40:00.0,Y
듀드롭S,영업/정상,기타,,서울특별시 성북구 정릉동 227-72번지 명성맨션 지하1층 B02호 ,2020-05-18,,2020-05-20 00:23:34.0,Y
놀라운 떡볶이,영업/정상,분식,02 9410324,서울특별시 성북구 정릉동 778-6 1층 ,2020-05-15,,2021-06-18 02:40:00.0,Y
순이김밥,영업/정상,기타,,서울특별시 성북구 정릉동 393-3 ,2020-06-18,,2023-09-15 02:40:00.0,Y
